order_id,order_date,day,order_hour,city,chai_type,size,quantity,unit_price,discount_percent,total_amount,payment_method,customer_type,order_mode,weather,temperature_c,customer_rating,prep_time_min,sugar_level,milk_type,repeat_customer
CHAI1462,2026-01-15,Thursday,13,Delhi,Lemon Tea,Medium,1,40,10,36.0,Cash,Other,Dine-in,Cold,9.0,4.0,8.4,No Sugar,No Milk,No
CHAI1463,2026-04-29,Wednesday,16,Ahmedabad,Kulhad Chai,Large,2,55,0,110.0,cash,Student,Takeaway,Rainy,19.9,4.0,4.3,Less,Toned,No
CHAI1464,2026-04-01,Wednesday,16,Mumbai,Kulhad Chai,Medium,2,45,20,72.0,UPI,Student,Dine-in,Rainy,22.4,5.0,6.5,Less,Toned,No
CHAI1465,2026-03-21,Saturday,20,Mumbai,Green Tea,Small,5,40,0,200.0,UPI,Other,Takeaway,Hot,32.7,5.0,11.6,Less,Regular,No
CHAI1466,2026-02-18,Wednesday,11,Ahmedabad,Chocolate Chai,Medium,5,60,0,300.0,Card,Other,Delivery,Hot,37.0,4.0,12.9,No Sugar,No Milk,Yes
CHAI1467,2026-01-01,Thursday,10,Pune,Kesar Chai,Medium,1,55,10,49.5,UPI,Tourist,Takeaway,Cold,12.0,1.0,3.1,Normal,Regular,Yes
CHAI1468,2026-02-06,Friday,9,Ahmedabad,Lemon Tea,Medium,2,40,0,80.0,UPI,Student,Dine-in,Rainy,20.2,3.0,11.3,Less,Toned,Yes
CHAI1469,2026-01-06,Tuesday,12,Jaipur,Elaichi Chai,Large,4,50,0,200.0,Card,Office Worker,Dine-in,Sunny,35.2,4.0,12.4,Less,No Milk,Yes
CHAI1470,2026-01-31,Saturday,16,Pune,Elaichi Chai,Large,1,50,5,47.5,UPI,Local,Takeaway,Rainy,22.3,5.0,9.9,Less,Full Cream,Yes
CHAI1471,2026-03-25,Wednesday,18,Mumbai,Kesar Chai,Small,3,45,0,135.0,Card,Other,Delivery,Cloudy,20.9,5.0,5.0,Extra,Full Cream,No
CHAI1472,2026-05-13,Wednesday,13,Udaipur,Chocolate Chai,Small,2,50,10,90.0,Cash,Local,Takeaway,Hot,39.7,5.0,5.6,Less,No Milk,Yes
CHAI1473,2026-04-12,Sunday,9,Mumbai,Kesar Chai,Small,3,45,0,135.0,Card,Tourist,Dine-in,Sunny,33.0,4.0,,No Sugar,No Milk,No
CHAI1474,2026-04-20,Monday,10,Udaipur,Chocolate Chai,Medium,1,60,0,60.0,UPI,Local,Dine-in,Cold,10.7,5.0,5.7,No Sugar,Full Cream,Yes
CHAI1475,2026-01-26,Monday,10,Pune,Adrak Chai,Small,1,25,20,20.0,UPI,Tourist,Dine-in,Rainy,25.1,5.0,9.8,Normal,Regular,No
CHAI1476,2026-03-14,Saturday,19,Kota,Green Tea,Medium,1,50,10,45.0,Card,Student,Takeaway,Hot,43.4,4.0,9.5,Less,No Milk,Yes
CHAI1477,2026-05-13,Wednesday,10,Delhi,Chocolate Chai,Medium,1,60,10,54.0,UPI,Office Worker,Takeaway,Cold,12.4,2.0,4.3,Less,Full Cream,Yes
CHAI1478,2026-05-08,Friday,7,Kota,Green Tea,Small,1,40,0,40.0,Cash,Other,Dine-in,Hot,38.8,3.0,11.8,Normal,No Milk,
CHAI1479,2026-02-22,Sunday,8,Udaipur,Kulhad Chai,Small,1,35,5,33.25,UPI,Other,Delivery,Rainy,19.7,3.0,10.4,Extra,Regular,Yes
CHAI1480,2026-02-20,Friday,12,Pune,Adrak Chai,Large,1,45,0,45.0,UPI,Other,Dine-in,Sunny,30.2,5.0,6.7,Less,Regular,Yes
CHAI1481,2026-05-18,Monday,9,Pune,Kulhad Chai,Medium,1,45,15,38.25,UPI,Office Worker,Dine-in,Cold,14.0,4.0,7.5,Extra,Full Cream,Yes
CHAI1482,2026-01-02,Friday,14,Pune,Elaichi Chai,Medium,3,40,10,108.0,Cash,Other,Delivery,Cold,13.8,4.0,12.3,Extra,Full Cream,No
CHAI1483,2026-04-11,Saturday,13,Kota,Elaichi Chai,Medium,1,40,0,40.0,UPI,Office Worker,Takeaway,Sunny,32.4,5.0,4.4,Normal,Regular,Yes
CHAI1484,2026-05-07,Thursday,13,Ahmedabad,Kulhad Chai,Large,2,55,0,110.0,UPI,Student,Takeaway,Rainy,22.5,4.0,7.9,No Sugar,No Milk,No
CHAI1485,2026-03-29,Sunday,14,Jaipur,Kulhad Chai,Large,1,55,0,55.0,UPI,Office Worker,Dine-in,Cold,12.6,5.0,9.4,Extra,Toned,No
CHAI1486,2026-03-13,Friday,9,Delhi,Elaichi Chai,Small,1,30,10,27.0,UPI,Student,Takeaway,Cold,8.8,5.0,4.4,Normal,Toned,Yes
CHAI1487,2026-01-09,Friday,7,Delhi,Kesar Chai,Medium,1,55,0,55.0,UPI,Tourist,Takeaway,Hot,32.6,4.0,5.2,Less,Toned,Yes
CHAI1488,2026-01-05,Monday,19,Pune,Kulhad Chai,Small,1,35,5,33.25,Cash,Student,Dine-in,Sunny,34.0,5.0,3.4,No Sugar,Full Cream,No
CHAI1489,2026-05-24,Sunday,12,Kota,Kesar Chai,Medium,4,55,0,220.0,Card,Student,Dine-in,Sunny,27.9,5.0,5.2,Less,No Milk,Yes
CHAI1490,2026-01-17,Saturday,14,Delhi,Lemon Tea,Medium,1,40,0,40.0,Card,Local,Dine-in,Hot,43.8,4.0,11.9,Less,Full Cream,Yes
CHAI1491,2026-06-03,Wednesday,8,Mumbai,Green Tea,Large,2,60,5,114.0,UPI,Tourist,Delivery,Cold,11.4,4.0,7.1,Less,Regular,Yes
CHAI1492,2026-01-06,Tuesday,11,Pune,Adrak Chai,Small,2,25,0,50.0,Cash,Student,Dine-in,Cold,10.0,5.0,5.8,Extra,Full Cream,Yes
CHAI1493,2026-03-13,Friday,20,Kota,Green Tea,Medium,2,50,0,100.0,Cash,Tourist,Takeaway,Cloudy,28.1,4.0,4.2,Less,Toned,No
CHAI1494,2026-05-14,Thursday,17,Delhi,Green Tea,Small,2,40,15,68.0,Card,Student,Delivery,Sunny,35.9,3.0,5.3,Less,Toned,Yes
CHAI1495,2026-04-20,Monday,16,Pune,Chocolate Chai,Small,2,50,5,95.0,UPI,Other,Dine-in,Rainy,22.5,4.0,10.7,No Sugar,Full Cream,No
CHAI1496,2026-04-07,Tuesday,13,Kota,Elaichi Chai,Medium,1,40,10,36.0,Cash,Local,Dine-in,Cold,16.5,5.0,8.4,Less,Toned,No
CHAI1497,2026-04-08,Wednesday,9,Udaipur,Chocolate Chai,Small,1,50,0,50.0,UPI,Office Worker,Takeaway,Cloudy,30.1,5.0,9.6,Normal,No Milk,No
CHAI1498,2026-04-17,Friday,21,Udaipur,Kulhad Chai,Large,1,55,15,46.75,UPI,Other,Dine-in,Sunny,25.5,3.0,9.9,Normal,Full Cream,No
CHAI1499,2026-06-12,Friday,17,Kota,Green Tea,Medium,2,50,0,100.0,Cash,Office Worker,Takeaway,Rainy,25.1,5.0,5.0,Extra,Toned,No
CHAI1500,2026-03-05,Thursday,15,Kota,Elaichi Chai,Small,2,30,15,51.0,UPI,Other,Delivery,Sunny,34.9,3.0,7.5,Normal,No Milk,No
CHAI1501,2026-04-16,Thursday,18,Ahmedabad,Adrak Chai,Small,2,25,20,40.0,Card,Tourist,Takeaway,Cold,11.1,5.0,3.7,No Sugar,No Milk,No
CHAI1502,2026-06-17,Wednesday,15,Ahmedabad,Lemon Tea,Medium,1,40,0,40.0,UPI,Office Worker,Dine-in,Cloudy,30.4,5.0,4.7,No Sugar,Toned,Yes
CHAI1503,2026-03-08,Sunday,13,Delhi,Kulhad Chai,Medium,4,45,0,180.0,Card,Office Worker,Dine-in,Sunny,25.5,2.0,7.2,Extra,Regular,Yes
CHAI1504,2026-01-16,Friday,16,Jaipur,Lemon Tea,Medium,1,40,20,32.0,UPI,Other,Takeaway,Cold,13.2,4.0,7.4,Normal,No Milk,No
CHAI1505,2026-04-05,Sunday,20,Ahmedabad,Green Tea,Large,3,60,0,180.0,Cash,Local,Takeaway,Rainy,21.3,4.0,10.7,Less,Regular,Yes
CHAI1506,2026-05-16,Saturday,15,Pune,Lemon Tea,Large,2,50,0,100.0,UPI,Other,Takeaway,Cold,12.1,5.0,12.3,Normal,Regular,No
CHAI1507,2026-01-12,Monday,13,Udaipur,Green Tea,Medium,1,50,15,42.5,UPI,Other,Takeaway,Rainy,27.4,4.0,8.9,No Sugar,No Milk,No
CHAI1508,2026-06-05,Friday,20,Jaipur,Kesar Chai,Medium,3,55,15,140.25,UPI,Student,Dine-in,Hot,37.6,5.0,8.7,Less,Toned,Yes
CHAI1509,2026-02-13,Friday,10,Jaipur,Adrak Chai,Small,5,25,5,118.75,UPI,Tourist,Delivery,Rainy,25.2,5.0,11.8,Less,No Milk,Yes
CHAI1510,2026-06-27,Saturday,17,Delhi,Green Tea,Large,4,60,0,240.0,Cash,Local,Delivery,Cold,14.4,5.0,12.4,Less,Full Cream,Yes
CHAI1511,2026-03-16,Monday,20,Pune,Adrak Chai,Small,1,25,0,25.0,Cash,Student,Takeaway,Cloudy,23.4,5.0,5.8,Less,No Milk,No
CHAI1512,2026-03-23,Monday,13,Mumbai,Green Tea,Medium,4,50,10,180.0,UPI,Other,Takeaway,Sunny,24.1,4.0,12.4,Normal,Toned,No
CHAI1513,2026-06-24,Wednesday,11,Jaipur,Chocolate Chai,Small,1,50,5,47.5,Cash,Tourist,Takeaway,Sunny,36.0,4.0,10.5,Extra,Full Cream,No
CHAI1514,2026-01-16,Friday,20,Pune,Green Tea,Small,2,40,0,80.0,Cash,Student,Delivery,Cloudy,25.4,5.0,9.6,Less,Regular,No
CHAI1515,2026-03-28,Saturday,18,Kota,Kulhad Chai,Medium,5,45,5,213.75,UPI,Other,Takeaway,Rainy,27.2,4.0,6.7,Normal,Regular,No
CHAI1516,2026-04-28,Tuesday,18,Udaipur,Elaichi Chai,Medium,1,40,0,40.0,UPI,Office Worker,Dine-in,Cloudy,27.2,5.0,3.9,Less,No Milk,No
CHAI1517,2026-06-23,Tuesday,17,Udaipur,Elaichi Chai,Large,1,50,0,50.0,UPI,Student,Dine-in,Hot,36.1,,9.5,Less,Regular,Yes
CHAI1518,2026-03-03,Tuesday,19,Mumbai,Kulhad Chai,Medium,2,45,10,81.0,Cash,Local,Takeaway,Sunny,29.6,4.0,9.4,Extra,Full Cream,Yes
CHAI1519,2026-01-31,Saturday,11,Pune,Adrak Chai,Small,2,25,0,50.0,UPI,Other,Delivery,Cold,14.9,4.0,7.2,Extra,Full Cream,Yes
CHAI1520,2026-01-26,Monday,19,Mumbai,Green Tea,Small,3,40,0,120.0,UPI,Student,Dine-in,Hot,41.7,4.0,9.7,No Sugar,Toned,Yes
CHAI1521,2026-02-16,Monday,8,Ahmedabad,Elaichi Chai,Small,1,30,10,27.0,UPI,Office Worker,Takeaway,Cloudy,26.2,2.0,11.8,Normal,Full Cream,Yes
CHAI1522,2026-04-19,Sunday,18,Indore,Masala Chai,Small,1,25,15,21.25,Cash,Local,Dine-in,Cold,11.1,5.0,8.5,Less,Regular,Yes
CHAI1523,2026-03-02,Monday,12,Pune,Masala Chai,Small,1,25,10,22.5,Wallet,Other,Takeaway,Hot,35.3,4.0,7.9,Normal,No Milk,Yes
CHAI1524,2026-04-13,Monday,17,Kota,Chocolate Chai,Small,1,50,20,40.0,Card,Office Worker,Takeaway,Sunny,32.8,5.0,4.7,Normal,Toned,No
CHAI1525,2026-02-09,Monday,15,Jaipur,Green Tea,Large,1,60,0,60.0,Wallet,Office Worker,Dine-in,Sunny,25.3,2.0,8.8,Normal,Full Cream,No
CHAI1526,2026-02-07,Saturday,9,Pune,Kesar Chai,Small,1,45,15,38.25,UPI,Student,Takeaway,Sunny,30.3,4.0,10.3,No Sugar,Full Cream,No
CHAI1527,2026-05-22,Friday,15,Mumbai,Lemon Tea,Medium,3,40,10,108.0,UPI,Local,Dine-in,Hot,,4.0,5.5,No Sugar,Toned,Yes
CHAI1528,2026-02-06,Friday,18,Ahmedabad,Kulhad Chai,Medium,1,45,0,45.0,Cash,Office Worker,Takeaway,Cold,12.6,4.0,7.2,Normal,Full Cream,No
CHAI1529,2026-05-14,Thursday,8,Indore,Kesar Chai,Small,3,45,15,114.75,UPI,Tourist,Delivery,Sunny,32.8,3.0,4.9,Normal,No Milk,Yes
CHAI1530,2026-04-19,Sunday,18,Delhi,Elaichi Chai,Medium,2,40,0,80.0,UPI,Other,Dine-in,Sunny,29.1,4.0,12.6,No Sugar,No Milk,Yes
CHAI1531,2026-06-22,Monday,9,Mumbai,Kesar Chai,Small,1,45,0,45.0,UPI,Student,Takeaway,Cold,11.7,5.0,5.2,No Sugar,Full Cream,No
CHAI1532,2026-05-04,Monday,20,Kota,Lemon Tea,Small,1,30,15,25.5,UPI,Tourist,Delivery,Hot,42.7,5.0,10.6,No Sugar,Full Cream,Yes
CHAI1533,2026-06-07,Sunday,8,Jaipur,Chocolate Chai,Small,1,50,0,50.0,UPI,Office Worker,Dine-in,Sunny,29.2,4.0,11.1,Extra,Regular,No
CHAI1534,2026-01-02,Friday,15,Udaipur,Elaichi Chai,Medium,1,40,0,40.0,UPI,Tourist,Dine-in,Cloudy,28.9,4.0,10.6,Less,Toned,No
CHAI1535,2026-04-22,Wednesday,13,Pune,Masala Chai,Medium,3,35,15,89.25,UPI,Tourist,Dine-in,Cold,15.4,3.0,6.2,Extra,Full Cream,Yes
CHAI1536,2026-04-18,Saturday,9,Mumbai,Chocolate Chai,Medium,3,60,0,180.0,UPI,Local,Takeaway,Cold,9.1,2.0,5.8,No Sugar,Toned,Yes
CHAI1537,2026-06-23,Tuesday,19,Jaipur,Green Tea,Medium,2,50,5,95.0,UPI,Tourist,Dine-in,Sunny,29.1,5.0,5.4,Normal,Regular,No
CHAI1538,2026-06-29,Monday,16,Udaipur,Kesar Chai,Medium,1,55,20,44.0,Cash,Student,Takeaway,Hot,34.2,4.0,8.7,Less,Regular,Yes
CHAI1539,2026-04-13,Monday,13,Mumbai,Masala Chai,Small,1,25,0,25.0,UPI,Other,Dine-in,Sunny,28.9,5.0,5.1,Normal,No Milk,No
CHAI1540,2026-01-16,Friday,12,Indore,Kulhad Chai,Medium,1,45,0,45.0,UPI,Tourist,Takeaway,Cloudy,29.8,1.0,8.9,Normal,Toned,No
CHAI1541,2026-05-01,Friday,8,Mumbai,Lemon Tea,Large,1,50,0,50.0,UPI,Local,Dine-in,Rainy,19.0,4.0,10.8,Normal,Full Cream,No
CHAI1542,2026-05-31,Sunday,8,Kota,Green Tea,Small,1,40,20,32.0,UPI,Student,Dine-in,Hot,32.5,5.0,10.4,Less,No Milk,Yes
CHAI1543,2026-01-20,Tuesday,13,Pune,Green Tea,Small,1,40,0,40.0,Cash,Office Worker,Dine-in,Cloudy,26.1,5.0,10.7,Normal,Full Cream,No
CHAI1544,2026-06-11,Thursday,16,Kota,Adrak Chai,Large,1,45,20,36.0,Cash,Other,Takeaway,Cloudy,23.0,4.0,11.6,No Sugar,Toned,No
CHAI1545,2026-05-07,Thursday,10,Kota,Adrak Chai,Small,2,25,0,50.0,Cash,Local,Dine-in,Rainy,19.8,4.0,10.0,Extra,Full Cream,No
CHAI1546,2026-02-26,Thursday,17,Mumbai,Lemon Tea,Medium,2,40,15,68.0,UPI,Other,Dine-in,Sunny,25.8,5.0,6.1,No Sugar,Toned,Yes
CHAI1547,2026-05-17,Sunday,13,Ahmedabad,Adrak Chai,Small,1,25,0,25.0,UPI,Other,Dine-in,Cloudy,29.9,5.0,8.6,No Sugar,Full Cream,Yes
CHAI1548,2026-03-13,Friday,20,Delhi,Elaichi Chai,Small,1,30,5,28.5,Cash,Local,Delivery,Rainy,24.3,4.0,7.0,Normal,Full Cream,Yes
CHAI1549,2026-05-29,Friday,14,Kota,Kulhad Chai,Small,1,35,10,31.5,UPI,Local,Dine-in,Cloudy,22.0,3.0,7.4,Less,Full Cream,Yes
CHAI1550,2026-03-21,Saturday,21,Pune,Elaichi Chai,Large,3,50,0,150.0,UPI,Student,Takeaway,Cold,14.5,5.0,5.6,No Sugar,Regular,No
CHAI1551,2026-04-09,Thursday,7,Jaipur,Masala Chai,Small,1,25,0,25.0,UPI,Student,Dine-in,Hot,41.5,5.0,,Normal,Regular,Yes
CHAI1552,2026-02-05,Thursday,15,Mumbai,Chocolate Chai,Medium,3,60,5,171.0,UPI,Local,Dine-in,Sunny,32.3,3.0,11.8,No Sugar,Full Cream,Yes
CHAI1553,2026-05-11,Monday,10,Jaipur,Kulhad Chai,Small,4,35,5,133.0,UPI,Local,Dine-in,Rainy,27.2,5.0,11.5,No Sugar,No Milk,Yes
CHAI1554,2026-01-29,Thursday,21,Ahmedabad,Kesar Chai,Small,4,45,0,180.0,UPI,Tourist,Dine-in,Sunny,24.5,4.0,8.1,Less,No Milk,Yes
CHAI1555,2026-06-20,Saturday,19,Delhi,Lemon Tea,Medium,1,40,10,36.0,UPI,Local,Takeaway,Rainy,27.1,5.0,10.8,Less,Toned,No
CHAI1556,2026-02-07,Saturday,9,Udaipur,Kulhad Chai,Medium,3,45,20,108.0,Card,Student,Takeaway,Rainy,18.9,3.0,7.9,Normal,No Milk,No
CHAI1557,2026-05-04,Monday,14,Mumbai,Kulhad Chai,Medium,2,45,0,90.0,Card,Office Worker,Dine-in,Hot,38.5,4.0,5.8,No Sugar,No Milk,Yes
CHAI1558,2026-06-29,Monday,7,Jaipur,Adrak Chai,Small,1,25,0,25.0,UPI,Local,Delivery,Sunny,34.9,5.0,10.0,Less,Full Cream,No
CHAI1559,2026-02-06,Friday,13,Jaipur,Kulhad Chai,Small,3,35,5,99.75,Cash,Student,Delivery,Cloudy,28.1,4.0,4.9,No Sugar,Regular,No
CHAI1560,2026-06-02,Tuesday,9,Delhi,Elaichi Chai,Small,1,30,0,30.0,UPI,Student,Takeaway,Cold,15.7,3.0,7.7,Normal,No Milk,No
CHAI1561,2026-03-28,Saturday,16,Indore,Chocolate Chai,Medium,2,60,0,120.0,UPI,Student,Delivery,Sunny,,1.0,11.2,Extra,Full Cream,No
CHAI1562,2026-02-28,Saturday,16,Delhi,Kulhad Chai,Large,1,55,0,55.0,Cash,Office Worker,Takeaway,Cold,8.6,5.0,11.8,No Sugar,No Milk,No
CHAI1563,2026-03-22,Sunday,8,Ahmedabad,Kulhad Chai,Large,1,55,10,49.5,Cash,Office Worker,Dine-in,Sunny,28.4,4.0,5.2,Less,Regular,Yes
CHAI1564,2026-02-24,Tuesday,16,Pune,Masala Chai,Medium,1,35,0,35.0,Cash,Student,Dine-in,Sunny,30.8,5.0,3.4,Normal,Regular,No
CHAI1565,2026-01-03,Saturday,18,Pune,Green Tea,Medium,4,50,0,200.0,UPI,Local,Takeaway,Cloudy,27.4,5.0,,Less,Regular,No
CHAI1566,2026-05-03,Sunday,21,Udaipur,Masala Chai,Small,1,25,5,23.75,UPI,Student,Delivery,Cloudy,22.4,3.0,9.5,Normal,No Milk,Yes
CHAI1567,2026-03-28,Saturday,16,Kota,Lemon Tea,Medium,3,40,0,120.0,UPI,Local,Dine-in,Hot,32.9,5.0,8.9,No Sugar,Toned,No
CHAI1568,2026-05-21,Thursday,12,Mumbai,Adrak Chai,Medium,1,35,0,35.0,Card,Office Worker,Dine-in,Hot,36.2,5.0,7.1,Extra,Full Cream,No
CHAI1569,2026-06-16,Tuesday,21,Udaipur,Elaichi Chai,Large,5,50,0,250.0,UPI,Tourist,Dine-in,Hot,52.0,4.0,11.4,Normal,Full Cream,Yes
CHAI1570,2026-06-24,Wednesday,18,Jaipur,Kulhad Chai,Medium,1,45,0,45.0,Cash,Student,Takeaway,Cloudy,29.0,5.0,5.6,Less,No Milk,Yes
CHAI1571,2026-02-27,Friday,8,Ahmedabad,Kulhad Chai,Large,2,55,10,99.0,UPI,Other,Delivery,Cold,8.9,5.0,12.0,Extra,Toned,No
CHAI1572,2026-03-26,Thursday,7,Udaipur,Adrak Chai,Small,5,25,15,106.25,UPI,Local,Dine-in,Cold,13.5,3.0,7.7,No Sugar,No Milk,Yes
CHAI1573,2026-04-03,Friday,8,Pune,Kulhad Chai,Large,1,55,0,55.0,Card,Local,Dine-in,Cloudy,21.6,3.0,10.9,Extra,No Milk,Yes
CHAI1574,2026-06-21,Sunday,13,Kota,Lemon Tea,Small,1,30,0,30.0,UPI,Tourist,Dine-in,Rainy,22.8,5.0,11.7,Extra,Full Cream,No
CHAI1575,2026-01-03,Saturday,21,Mumbai,Kesar Chai,Small,2,45,10,81.0,UPI,Tourist,Dine-in,Cold,9.5,3.0,12.4,Extra,Full Cream,Yes
CHAI1576,2026-04-26,Sunday,19,Delhi,Elaichi Chai,Medium,2,40,0,80.0,UPI,Office Worker,Takeaway,Hot,34.0,4.0,12.3,No Sugar,Full Cream,No
CHAI1577,2026-01-05,Monday,12,Delhi,Lemon Tea,Large,2,50,0,100.0,Cash,Local,Dine-in,Rainy,26.3,5.0,6.7,Less,No Milk,No
CHAI1578,2026-04-06,Monday,21,Kota,Elaichi Chai,Medium,1,40,0,40.0,UPI,Local,Takeaway,Hot,42.9,3.0,10.5,No Sugar,Regular,No
CHAI1579,2026-01-27,Tuesday,17,Delhi,Chocolate Chai,Medium,2,60,0,120.0,Cash,Other,Takeaway,Sunny,27.5,4.0,7.8,Extra,Regular,Yes
CHAI1580,2026-05-01,Friday,19,Udaipur,Adrak Chai,Medium,3,35,0,105.0,UPI,Local,Dine-in,Rainy,20.2,5.0,6.8,Extra,Toned,Yes
CHAI1581,2026-04-17,Friday,12,Ahmedabad,Masala Chai,Small,1,25,20,20.0,Card,Other,Delivery,Hot,36.0,5.0,5.2,Extra,Toned,No
CHAI1582,2026-01-14,Wednesday,10,Mumbai,Kulhad Chai,Small,2,35,10,63.0,UPI,Tourist,Takeaway,Cold,9.0,4.0,9.4,Extra,Full Cream,Yes
CHAI1583,2026-03-24,Tuesday,18,Jaipur,Kesar Chai,Small,1,45,20,36.0,Cash,Other,Dine-in,Hot,38.5,4.0,3.2,Less,No Milk,No
CHAI1584,2026-02-17,Tuesday,19,Pune,Kesar Chai,Medium,1,55,0,55.0,Cash,Office Worker,Takeaway,Cold,10.6,3.0,4.3,No Sugar,Regular,Yes
CHAI1585,2026-04-28,Tuesday,13,Mumbai,Adrak Chai,Small,1,25,10,22.5,UPI,Local,Delivery,Cloudy,21.1,4.0,7.4,No Sugar,Toned,No
CHAI1586,2026-04-07,Tuesday,17,Mumbai,Green Tea,Medium,1,50,0,50.0,UPI,Student,Delivery,Hot,39.3,5.0,11.9,Extra,Regular,Yes
CHAI1587,2026-05-14,Thursday,10,Jaipur,Lemon Tea,Large,1,50,0,50.0,Cash,Other,Takeaway,Cloudy,29.5,4.0,5.9,Less,Regular,Yes
CHAI1588,2026-03-10,Tuesday,13,Ahmedabad,Lemon Tea,Medium,4,40,0,160.0,Cash,Tourist,Takeaway,Cold,13.1,3.0,6.7,Normal,No Milk,Yes
CHAI1589,2026-05-30,Saturday,20,Udaipur,Lemon Tea,Small,1,30,0,30.0,UPI,Local,Takeaway,Rainy,21.2,4.0,4.8,Normal,Full Cream,Yes
CHAI1590,2026-04-26,Sunday,12,Indore,Elaichi Chai,Large,4,50,0,200.0,Cash,Tourist,Takeaway,Hot,36.8,5.0,9.0,Less,Full Cream,Yes
CHAI1591,2026-01-19,Monday,10,Ahmedabad,Kesar Chai,Medium,1,55,10,49.5,UPI,Tourist,Takeaway,Rainy,22.7,5.0,8.1,Extra,Full Cream,Yes
CHAI1592,2026-05-15,Friday,12,Delhi,Kesar Chai,Small,1,45,0,45.0,Cash,Local,Takeaway,Cold,16.1,2.0,7.4,No Sugar,Full Cream,No
CHAI1593,2026-01-31,Saturday,7,Kota,Adrak Chai,Medium,2,35,0,70.0,UPI,Student,Dine-in,Hot,42.9,5.0,7.3,No Sugar,Full Cream,Yes
CHAI1594,2026-01-18,Sunday,19,Indore,Chocolate Chai,Small,3,50,5,142.5,UPI,Tourist,Dine-in,Hot,35.8,4.0,10.7,Extra,No Milk,Yes
CHAI1595,2026-04-06,Monday,10,Jaipur,Adrak Chai,Small,1,25,0,25.0,UPI,Tourist,Delivery,Cold,9.7,5.0,6.3,No Sugar,Regular,No
CHAI1596,2026-01-12,Monday,11,Indore,Adrak Chai,Small,1,25,15,21.25,UPI,Other,Takeaway,Cold,15.0,4.0,4.1,Normal,Toned,No
CHAI1597,2026-06-13,Saturday,19,Pune,Chocolate Chai,Medium,2,60,0,120.0,Cash,Local,Delivery,Rainy,25.3,4.0,6.4,No Sugar,Full Cream,Yes
CHAI1598,2026-06-18,Thursday,20,Udaipur,Kesar Chai,Medium,1,55,0,55.0,UPI,Student,Takeaway,Cold,11.9,4.0,10.3,Normal,Full Cream,No
CHAI1599,2026-06-17,Wednesday,20,Mumbai,Elaichi Chai,Large,1,50,0,50.0,UPI,Tourist,Dine-in,Cold,14.2,4.0,3.6,Extra,Toned,No
CHAI1600,2026-05-28,Thursday,14,Delhi,Adrak Chai,Small,3,25,0,75.0,UPI,Local,Dine-in,Sunny,31.9,4.0,12.7,No Sugar,Full Cream,No
CHAI1601,2026-02-24,Tuesday,17,Ahmedabad,Elaichi Chai,Medium,1,40,15,34.0,UPI,Tourist,Dine-in,Sunny,28.6,3.0,4.7,Less,Full Cream,No
CHAI1602,2026-05-13,Wednesday,16,Pune,Kulhad Chai,Small,1,35,0,35.0,Wallet,Office Worker,Dine-in,Sunny,27.2,3.0,5.0,Extra,No Milk,No
CHAI1603,2026-01-26,Monday,17,Indore,Kesar Chai,Medium,3,55,5,156.75,UPI,Office Worker,Takeaway,Rainy,20.9,5.0,5.2,Extra,Full Cream,Yes
CHAI1604,2026-02-13,Friday,13,Ahmedabad,Green Tea,Medium,1,50,0,50.0,Card,Office Worker,Delivery,Cold,11.3,4.0,3.7,No Sugar,Full Cream,No
CHAI1605,2026-05-30,Saturday,20,Delhi,Masala Chai,Medium,1,35,0,35.0,UPI,Student,Takeaway,Rainy,20.3,5.0,10.0,No Sugar,Full Cream,No
CHAI1606,2026-04-26,Sunday,20,Indore,Chocolate Chai,Medium,5,60,5,285.0,Cash,Tourist,Dine-in,Sunny,28.2,5.0,12.8,Extra,Regular,No
CHAI1607,2026-06-25,Thursday,10,Pune,Masala Chai,Small,1,25,5,23.75,Cash,Office Worker,Dine-in,Sunny,30.9,4.0,4.9,No Sugar,Toned,No
CHAI1608,2026-06-13,Saturday,21,Udaipur,Adrak Chai,Large,3,45,5,128.25,Wallet,Other,Dine-in,Rainy,21.3,,6.9,Less,Regular,No
CHAI1609,2026-06-06,Saturday,14,Ahmedabad,Adrak Chai,Medium,1,35,0,35.0,UPI,Student,Takeaway,Cloudy,27.5,4.0,8.0,Less,Full Cream,No
CHAI1610,2026-03-15,Sunday,11,Jaipur,Adrak Chai,Medium,1,35,0,35.0,UPI,Other,Dine-in,Cold,8.1,5.0,3.4,Less,Full Cream,No
CHAI1611,2026-05-09,Saturday,11,Mumbai,Elaichi Chai,Large,2,50,0,100.0,Wallet,Office Worker,Takeaway,Sunny,26.6,4.0,11.0,Extra,No Milk,No
CHAI1612,2026-01-26,Monday,17,Mumbai,Lemon Tea,Large,2,50,0,100.0,Cash,Tourist,Takeaway,Cloudy,28.4,4.0,5.5,Normal,Regular,No
CHAI1613,2026-05-26,Tuesday,15,Kota,Chocolate Chai,Medium,1,60,5,57.0,UPI,Other,Takeaway,Rainy,27.3,4.0,6.8,Extra,No Milk,No
CHAI1614,2026-01-08,Thursday,15,Mumbai,Masala Chai,Large,1,45,5,42.75,Cash,Tourist,Takeaway,Hot,36.5,5.0,10.9,No Sugar,No Milk,Yes
CHAI1615,2026-04-14,Tuesday,12,Udaipur,Masala Chai,Medium,2,35,10,63.0,Card,Student,Dine-in,Sunny,31.1,4.0,9.9,No Sugar,Regular,Yes
